workerid,rt,effect,cause,language,age,gender,other_gender,quantifier,object_level,response,object,num_objects,slide_number_in_experiment,enjoyment,asses,comments,trial,Item,ProportionResponse,PriorExpectation
141,7322,froze,put __ in the freezer,English,29,F,M,None,object_mid,0,chocolate bars,15,27,2,Yes,"The pay was great, and it didn&quotechart ask me feeling questions, so certainly enjoyed more than typical.",25,froze chocolate bars,0,13.981233371629443
141,3570,rhymed,wrote __,English,29,F,F,Some,object_mid,3,songs,15,28,2,Yes,"The pay was great, and it didn&quotechart ask me feeling questions, so certainly enjoyed more than typical.",26,rhymed songs,0.2,9.154605076588458
141,3484,sank,threw __ into a pool,English,29,F,M,long_filler,object_high,15,marbles,15,29,2,Yes,"The pay was great, and it didn&quotechart ask me feeling questions, so certainly enjoyed more than typical.",27,sank marbles,1,13.753390342917251
141,3621,dissolved,put __ in a bucket of water,English,29,M,F,short_filler,object_low,0,carrots,15,30,2,Yes,"The pay was great, and it didn&quotechart ask me feeling questions, so certainly enjoyed more than typical.",28,dissolved carrots,0,1.2853167551527385
141,2950,landed flat,tossed __,English,29,F,M,None,object_high,0,coins,15,31,2,Yes,"The pay was great, and it didn&quotechart ask me feeling questions, so certainly enjoyed more than typical.",29,landed flat coins,0,12.937387615808788
141,3503,ran out of batteries,left __ on (and unplugged) all day,English,29,M,M,All,object_high,15,laptops,15,32,2,Yes,"The pay was great, and it didn&quotechart ask me feeling questions, so certainly enjoyed more than typical.",30,ran out of batteries laptops,1,12.969289999403273
142,32972,ran out of batteries,left __ on (and unplugged) all day,English,26,F,F,long_filler,object_mid,0,bike lights,15,3,1,Yes,NA,1,ran out of batteries bike lights,0,11.54386203761813
142,16695,blew away,left __ on a table on a windy day,English,26,M,F,Some,object_high,6,napkins,15,4,1,Yes,NA,2,blew away napkins,0.4,13.88454430875539
142,6232,sank,threw __ into a pool,English,26,M,F,Some,object_low,3,balloons,15,5,1,Yes,NA,3,sank balloons,0.2,1.5445100044791333
142,6255,had the letter Z in them,wrote __,English,26,F,F,All,object_high,15,novels,15,6,1,Yes,NA,4,had the letter Z in them novels,1,12.417127900629465
142,13129,broke,ran __ over with a car,English,26,F,F,long_filler,object_high,15,sunglasses,15,7,1,Yes,NA,5,broke sunglasses,1,14.107479459023798
142,11287,stuck to the wall,threw __ against a wall,English,26,F,M,Some,object_low,0,baseballs,15,8,1,Yes,NA,6,stuck to the wall baseballs,0,2.260884648323793
142,10168,landed flat,tossed __,English,26,M,F,long_filler,object_high,15,coins,15,9,1,Yes,NA,7,landed flat coins,1,12.937387615808788
142,5488,dissolved,put __ in a bucket of water,English,26,F,M,short_filler,object_mid,15,oreos,15,10,1,Yes,NA,8,dissolved oreos,1,10.873526102810693
142,5432,stuck,glued __ to a piece of paper,English,26,F,F,None,object_low,0,beads,15,11,1,Yes,NA,9,stuck beads,0,12.048584480716158
142,7993,melted,left __ in the hot sun,English,26,F,M,Some,object_low,5,pencils,15,12,1,Yes,NA,10,melted pencils,0.3333333333333333,2.4374810535720317
142,4151,exploded,heated up __ in a microwave,English,26,M,M,None,object_low,0,CDs,15,13,1,Yes,NA,11,exploded CDs,0,7.84924747413427
142,21041,popped,poked __ with a pin,English,26,F,F,Some,object_mid,4,balloons,15,14,1,Yes,NA,12,popped balloons,0.26666666666666666,14.185919225153699
142,9055,stopped,pressed the brakes on __,English,26,F,F,None,object_high,0,cars,15,15,1,Yes,NA,13,stopped cars,0,13.476028415983608
142,9344,burnt,threw __ into a fire,English,26,F,F,short_filler,object_low,0,rocks,15,16,1,Yes,NA,14,burnt rocks,0,4.621885587211013
142,7456,fell down,punched __,English,26,M,F,long_filler,object_low,15,shelves,15,17,1,Yes,NA,15,fell down shelves,1,6.721416845326691
142,4767,flashed,took a picture with __,English,26,F,M,All,object_mid,15,phones,15,18,1,Yes,NA,16,flashed phones,1,9.01407984535733
142,5063,rolled,pushed __,English,26,M,F,short_filler,object_low,15,toy cars,15,19,1,Yes,NA,17,rolled toy cars,1,13.15225908088078
142,6232,rhymed,wrote __,English,26,M,M,long_filler,object_mid,15,songs,15,20,1,Yes,NA,18,rhymed songs,1,9.154605076588458
142,5480,ripped,used __ as dog toys,English,26,F,M,Some,object_low,6,shoes,15,21,1,Yes,NA,19,ripped shoes,0.4,10.387117903875804
142,19192,got stained,spilled red nail polish on __,English,26,F,M,Some,object_high,5,white carpets,15,22,1,Yes,NA,20,got stained white carpets,0.3333333333333333,14.128146496766012
142,5144,decomposed,put __ in a compost pile for a month,English,26,F,M,short_filler,object_mid,15,pinecones,15,23,1,Yes,NA,21,decomposed pinecones,1,9.491784817341596
142,3249,reflected the sunlight,placed __ in the sun,English,26,F,M,All,object_high,15,mirrors,15,24,1,Yes,NA,22,reflected the sunlight mirrors,1,13.609731031190691
142,4080,lit up,pressed the &quotecharon&quotechar button on __,English,26,M,F,All,object_mid,15,computers,15,25,1,Yes,NA,23,lit up computers,1,13.410494165057099
142,5695,froze,put __ in the freezer,English,26,M,F,Some,object_mid,6,chocolate bars,15,26,1,Yes,NA,24,froze chocolate bars,0.4,13.981233371629443
142,6072,honked,cut off __,English,26,F,F,All,object_high,15,taxi drivers,15,27,1,Yes,NA,25,honked taxi drivers,1,11.196844691877397
142,3344,laughed,told a joke to __,English,26,F,M,Some,object_mid,15,comedians,15,28,1,Yes,NA,26,laughed comedians,1,8.440146775068634
142,7304,ate the seeds,left seeds out for __,English,26,F,M,Some,object_high,7,birds,15,29,1,Yes,NA,27,ate the seeds birds,0.4666666666666667,12.365944808737018
142,5575,beeped,left the lights on in __,English,26,F,M,None,object_mid,15,old cars,15,30,1,Yes,NA,28,beeped old cars,1,3.376453592389398
142,16928,exploded,lit __,English,26,F,F,short_filler,object_high,15,gas tanks,15,31,1,Yes,NA,29,exploded gas tanks,1,12.966228825360377
142,4966,were green,saw __,English,26,F,F,None,object_low,0,strawberries,15,32,1,Yes,NA,30,were green strawberries,0,3.8450290098690334
143,11749,rolled,pushed __,English,29,M,F,None,object_low,15,toy cars,15,3,2,Yes,Thanks,1,rolled toy cars,1,13.15225908088078
143,4752,melted,left __ in the hot sun,English,29,M,M,None,object_high,7,ice cubes,15,4,2,Yes,Thanks,2,melted ice cubes,0.4666666666666667,14.08769806047017
143,4527,ripped,used __ as dog toys,English,29,F,F,Some,object_low,3,shoes,15,5,2,Yes,Thanks,3,ripped shoes,0.2,10.387117903875804
143,3217,dissolved,put __ in a bucket of water,English,29,F,M,All,object_mid,10,oreos,15,6,2,Yes,Thanks,4,dissolved oreos,0.6666666666666666,10.873526102810693
143,1799,exploded,heated up __ in a microwave,English,29,M,M,short_filler,object_low,11,CDs,15,7,2,Yes,Thanks,5,exploded CDs,0.7333333333333333,7.84924747413427
143,3648,sank,threw __ into a pool,English,29,F,F,long_filler,object_high,8,marbles,15,8,2,Yes,Thanks,6,sank marbles,0.5333333333333333,13.753390342917251
143,2679,flashed,took a picture with __,English,29,M,F,Some,object_low,12,webcams,15,9,2,Yes,Thanks,7,flashed webcams,0.8,6.31436691074992
143,10384,had the letter Z in them,wrote __,English,29,F,M,short_filler,object_high,15,novels,15,10,2,Yes,Thanks,8,had the letter Z in them novels,1,12.417127900629465
143,4649,reflected the sunlight,placed __ in the sun,English,29,F,M,Some,object_low,13,phone screens,15,11,2,Yes,Thanks,9,reflected the sunlight phone screens,0.8666666666666667,13.200526028593703
143,3999,stopped,pressed the brakes on __,English,29,F,M,None,object_mid,11,motorcycles,15,12,2,Yes,Thanks,10,stopped motorcycles,0.7333333333333333,13.219713304516466
143,3760,fell down,punched __,English,29,M,M,Some,object_high,11,card towers,15,13,2,Yes,Thanks,11,fell down card towers,0.7333333333333333,13.763283883931667
143,1960,burnt,threw __ into a fire,English,29,M,F,long_filler,object_high,8,matches,15,14,2,Yes,Thanks,12,burnt matches,0.5333333333333333,14.323536207549443
143,2664,froze,put __ in the freezer,English,29,F,F,long_filler,object_low,11,bottles of hand soap,15,15,2,Yes,Thanks,13,froze bottles of hand soap,0.7333333333333333,10.935477411822802
143,1807,exploded,lit __,English,29,F,M,Some,object_high,6,gas tanks,15,16,2,Yes,Thanks,14,exploded gas tanks,0.4,12.966228825360377
143,2233,landed flat,tossed __,English,29,F,F,None,object_mid,9,pancakes,15,17,2,Yes,Thanks,15,landed flat pancakes,0.6,11.896584800305092
143,3863,lit up,pressed the &quotecharon&quotechar button on __,English,29,F,F,short_filler,object_mid,14,computers,15,18,2,Yes,Thanks,16,lit up computers,0.9333333333333333,13.410494165057099
143,2400,popped,poked __ with a pin,English,29,M,M,Some,object_low,11,eggs,15,19,2,Yes,Thanks,17,popped eggs,0.7333333333333333,8.683263088658803
143,2527,rhymed,wrote __,English,29,M,F,short_filler,object_mid,11,songs,15,20,2,Yes,Thanks,18,rhymed songs,0.7333333333333333,9.154605076588458
143,1657,beeped,left the lights on in __,English,29,F,M,All,object_mid,12,old cars,15,21,2,Yes,Thanks,19,beeped old cars,0.8,3.376453592389398
143,2176,stuck to the wall,threw __ against a wall,English,29,F,M,All,object_mid,5,cakes,15,22,2,Yes,Thanks,20,stuck to the wall cakes,0.3333333333333333,5.0530497893902515
143,1760,got stained,spilled red nail polish on __,English,29,F,M,Some,object_mid,3,white shirts,15,23,2,Yes,Thanks,21,got stained white shirts,0.2,14.179492921634642
143,2022,blew away,left __ on a table on a windy day,English,29,M,F,long_filler,object_low,11,backpacks,15,24,2,Yes,Thanks,22,blew away backpacks,0.7333333333333333,3.1859673290741206
143,2641,were green,saw __,English,29,M,M,short_filler,object_mid,4,bananas,15,25,2,Yes,Thanks,23,were green bananas,0.26666666666666666,5.5415456638101155
143,1873,laughed,told a joke to __,English,29,F,M,All,object_low,13,lawyers,15,26,2,Yes,Thanks,24,laughed lawyers,0.8666666666666667,8.501712492528245
143,2144,honked,cut off __,English,29,M,M,Some,object_high,5,taxi drivers,15,27,2,Yes,Thanks,25,honked taxi drivers,0.3333333333333333,11.196844691877397
143,2263,broke,ran __ over with a car,English,29,F,M,long_filler,object_low,11,logs,15,28,2,Yes,Thanks,26,broke logs,0.7333333333333333,6.09848929758821
143,2448,ate the seeds,left seeds out for __,English,29,F,M,All,object_high,13,birds,15,29,2,Yes,Thanks,27,ate the seeds birds,0.8666666666666667,12.365944808737018
143,1624,stuck,glued __ to a piece of paper,English,29,M,M,Some,object_low,12,beads,15,30,2,Yes,Thanks,28,stuck beads,0.8,12.048584480716158
143,2112,ran out of batteries,left __ on (and unplugged) all day,English,29,F,M,Some,object_low,12,phones,15,31,2,Yes,Thanks,29,ran out of batteries phones,0.8,9.489259741561506
143,2351,decomposed,put __ in a compost pile for a month,English,29,F,M,None,object_mid,9,pinecones,15,32,2,Yes,Thanks,30,decomposed pinecones,0.6,9.491784817341596
144,8927,laughed,told a joke to __,English,52,M,M,Some,object_low,8,lawyers,15,3,2,Yes,NA,1,laughed lawyers,0.5333333333333333,8.501712492528245
144,11174,lit up,pressed the &quotecharon&quotechar button on __,English,52,M,F,short_filler,object_low,15,cd-players,15,4,2,Yes,NA,2,lit up cd-players,1,12.391837229251065
144,6664,ripped,used __ as dog toys,English,52,M,M,All,object_low,15,shoes,15,5,2,Yes,NA,3,ripped shoes,1,10.387117903875804
144,6455,popped,poked __ with a pin,English,52,F,M,Some,object_mid,7,balloons,15,6,2,Yes,NA,4,popped balloons,0.4666666666666667,14.185919225153699
144,15112,had the letter Z in them,wrote __,English,52,F,F,long_filler,object_high,15,novels,15,7,2,Yes,NA,5,had the letter Z in them novels,1,12.417127900629465
144,8407,landed flat,tossed __,English,52,M,M,long_filler,object_mid,2,pancakes,15,8,2,Yes,NA,6,landed flat pancakes,0.13333333333333333,11.896584800305092
144,5871,froze,put __ in the freezer,English,52,M,F,short_filler,object_low,15,bottles of hand soap,15,9,2,Yes,NA,7,froze bottles of hand soap,1,10.935477411822802
144,6200,stopped,pressed the brakes on __,English,52,M,M,All,object_mid,15,motorcycles,15,10,2,Yes,NA,8,stopped motorcycles,1,13.219713304516466
144,7726,honked,cut off __,English,52,M,F,long_filler,object_mid,13,bus drivers,15,11,2,Yes,NA,9,honked bus drivers,0.8666666666666667,10.112891699999901
144,8577,flashed,took a picture with __,English,52,F,F,long_filler,object_high,8,cameras,15,12,2,Yes,NA,10,flashed cameras,0.5333333333333333,9.940973957313002
144,6398,melted,left __ in the hot sun,English,52,F,F,short_filler,object_low,15,pencils,15,13,2,Yes,NA,11,melted pencils,1,2.4374810535720317
144,5145,exploded,lit __,English,52,M,M,Some,object_mid,10,fireworks,15,14,2,Yes,NA,12,exploded fireworks,0.6666666666666666,12.834754345666402
144,5087,rhymed,wrote __,English,52,M,M,None,object_low,0,poems,15,15,2,Yes,NA,13,rhymed poems,0,9.78994930986818
144,5917,burnt,threw __ into a fire,English,52,F,M,All,object_low,15,rocks,15,16,2,Yes,NA,14,burnt rocks,1,4.621885587211013
144,4080,were green,saw __,English,52,F,M,Some,object_high,8,clovers,15,17,2,Yes,NA,15,were green clovers,0.5333333333333333,14.178248739336857
144,9167,stuck,glued __ to a piece of paper,English,52,F,M,long_filler,object_high,15,stickers,15,18,2,Yes,NA,16,stuck stickers,1,13.73601014908744
144,9390,ran out of batteries,left __ on (and unplugged) all day,English,52,F,M,short_filler,object_low,15,phones,15,19,2,Yes,NA,17,ran out of batteries phones,1,9.489259741561506
144,6865,decomposed,put __ in a compost pile for a month,English,52,F,M,Some,object_mid,4,pinecones,15,20,2,Yes,NA,18,decomposed pinecones,0.26666666666666666,9.491784817341596
144,6056,fell down,punched __,English,52,F,M,None,object_low,0,shelves,15,21,2,Yes,NA,19,fell down shelves,0,6.721416845326691
144,5575,stuck to the wall,threw __ against a wall,English,52,M,M,Some,object_mid,6,cakes,15,22,2,Yes,NA,20,stuck to the wall cakes,0.4,5.0530497893902515
144,5400,ate the seeds,left seeds out for __,English,52,M,M,short_filler,object_low,15,dogs,15,23,2,Yes,NA,21,ate the seeds dogs,1,6.344011650905836
144,4454,exploded,heated up __ in a microwave,English,52,F,F,Some,object_low,7,CDs,15,24,2,Yes,NA,22,exploded CDs,0.4666666666666667,7.84924747413427
144,5056,reflected the sunlight,placed __ in the sun,English,52,M,F,None,object_mid,0,diamonds,15,25,2,Yes,NA,23,reflected the sunlight diamonds,0,14.033830597116333
144,5239,dissolved,put __ in a bucket of water,English,52,F,M,Some,object_low,3,carrots,15,26,2,Yes,NA,24,dissolved carrots,0.2,1.2853167551527385
144,5357,beeped,left the lights on in __,English,52,F,M,None,object_low,0,houses,15,27,2,Yes,NA,25,beeped houses,0,3.3887985484645995
144,5229,rolled,pushed __,English,52,F,F,Some,object_high,13,wheelchairs,15,28,2,Yes,NA,26,rolled wheelchairs,0.8666666666666667,14.081890892791053
144,4590,blew away,left __ on a table on a windy day,English,52,F,F,Some,object_high,12,napkins,15,29,2,Yes,NA,27,blew away napkins,0.8,13.88454430875539
144,4497,sank,threw __ into a pool,English,52,F,F,All,object_mid,15,cups,15,30,2,Yes,NA,28,sank cups,1,6.20158939454454
144,7967,broke,ran __ over with a car,English,52,F,M,None,object_low,0,logs,15,31,2,Yes,NA,29,broke logs,0,6.09848929758821
144,4768,got stained,spilled red nail polish on __,English,52,F,F,All,object_mid,15,white shirts,15,32,2,Yes,NA,30,got stained white shirts,1,14.179492921634642
145,13366,stuck,glued __ to a piece of paper,english,34,M,F,Some,object_mid,4,sequins,15,3,1,Yes,NA,1,stuck sequins,0.26666666666666666,12.652303924869136
145,5848,burnt,threw __ into a fire,english,34,F,F,All,object_low,15,rocks,15,4,1,Yes,NA,2,burnt rocks,1,4.621885587211013
145,17640,fell down,punched __,english,34,F,F,Some,object_high,7,card towers,15,5,1,Yes,NA,3,fell down card towers,0.4666666666666667,13.763283883931667
145,8813,landed flat,tossed __,english,34,M,M,long_filler,object_low,10,notebooks,15,6,1,Yes,NA,4,landed flat notebooks,0.6666666666666666,12.070264558564942
145,10690,honked,cut off __,english,34,F,F,All,object_high,15,taxi drivers,15,7,1,Yes,NA,5,honked taxi drivers,1,11.196844691877397
145,8875,got stained,spilled red nail polish on __,english,34,M,M,long_filler,object_high,8,white carpets,15,8,1,Yes,NA,6,got stained white carpets,0.5333333333333333,14.128146496766012
145,7669,ripped,used __ as dog toys,english,34,M,F,Some,object_low,7,shoes,15,9,1,Yes,NA,7,ripped shoes,0.4666666666666667,10.387117903875804
145,15571,ran out of batteries,left __ on (and unplugged) all day,english,34,F,F,long_filler,object_high,15,laptops,15,10,1,Yes,NA,8,ran out of batteries laptops,1,12.969289999403273
145,13446,broke,ran __ over with a car,english,34,M,M,long_filler,object_mid,10,boxes,15,11,1,Yes,NA,9,broke boxes,0.6666666666666666,13.227516378151478
145,11824,were green,saw __,english,34,F,F,short_filler,object_mid,9,bananas,15,12,1,Yes,NA,10,were green bananas,0.6,5.5415456638101155
145,5568,froze,put __ in the freezer,english,34,M,F,Some,object_high,8,berries,15,13,1,Yes,NA,11,froze berries,0.5333333333333333,14.377259004987641
145,6148,exploded,heated up __ in a microwave,english,34,M,M,None,object_mid,0,balls of tin foil,15,14,1,Yes,NA,12,exploded balls of tin foil,0,11.403316050279962
145,7998,reflected the sunlight,placed __ in the sun,english,34,F,F,short_filler,object_low,15,phone screens,15,15,1,Yes,NA,13,reflected the sunlight phone screens,1,13.200526028593703
145,7206,popped,poked __ with a pin,english,34,M,M,Some,object_mid,11,balloons,15,16,1,Yes,NA,14,popped balloons,0.7333333333333333,14.185919225153699
145,10644,sank,threw __ into a pool,english,34,M,M,long_filler,object_low,0,balloons,15,17,1,Yes,NA,15,sank balloons,0,1.5445100044791333
145,8529,beeped,left the lights on in __,english,34,M,M,Some,object_mid,11,old cars,15,18,1,Yes,NA,16,beeped old cars,0.7333333333333333,3.376453592389398
145,11921,dissolved,put __ in a bucket of water,english,34,F,M,Some,object_high,7,sugar cubes,15,19,1,Yes,NA,17,dissolved sugar cubes,0.4666666666666667,14.137852924451185
145,5937,blew away,left __ on a table on a windy day,english,34,F,M,short_filler,object_mid,15,hats,15,20,1,Yes,NA,18,blew away hats,1,11.052387485109298
145,6494,rhymed,wrote __,english,34,M,M,None,object_high,0,limericks,15,21,1,Yes,NA,19,rhymed limericks,0,12.14705218576939
145,6872,exploded,lit __,english,34,F,M,None,object_low,0,candles,15,22,1,Yes,NA,20,exploded candles,0,1.159048787109265
145,6980,decomposed,put __ in a compost pile for a month,english,34,F,M,Some,object_high,9,banana peels,15,23,1,Yes,NA,21,decomposed banana peels,0.6,13.147252019709121
145,6293,lit up,pressed the &quotecharon&quotechar button on __,english,34,F,F,short_filler,object_low,15,cd-players,15,24,1,Yes,NA,22,lit up cd-players,1,12.391837229251065
145,6261,had the letter Z in them,wrote __,english,34,M,M,Some,object_low,6,birthday cards,15,25,1,Yes,NA,23,had the letter Z in them birthday cards,0.4,2.838703299024723
145,5549,melted,left __ in the hot sun,english,34,F,M,None,object_high,0,ice cubes,15,26,1,Yes,NA,24,melted ice cubes,0,14.08769806047017
145,6003,flashed,took a picture with __,english,34,M,F,Some,object_mid,7,phones,15,27,1,Yes,NA,25,flashed phones,0.4666666666666667,9.01407984535733
145,6478,ate the seeds,left seeds out for __,english,34,M,F,All,object_high,15,birds,15,28,1,Yes,NA,26,ate the seeds birds,1,12.365944808737018
145,6912,stopped,pressed the brakes on __,english,34,F,F,short_filler,object_mid,15,motorcycles,15,29,1,Yes,NA,27,stopped motorcycles,1,13.219713304516466
145,5960,stuck to the wall,threw __ against a wall,english,34,F,M,None,object_high,0,pieces of gum,15,30,1,Yes,NA,28,stuck to the wall pieces of gum,0,7.253162612975175
145,4881,laughed,told a joke to __,english,34,F,M,All,object_mid,15,comedians,15,31,1,Yes,NA,29,laughed comedians,1,8.440146775068634
145,4716,rolled,pushed __,english,34,F,F,All,object_low,15,toy cars,15,32,1,Yes,NA,30,rolled toy cars,1,13.15225908088078
146,5967,decomposed,put __ in a compost pile for a month,English,31,M,M,Some,object_low,8,soda cans,15,3,1,Yes,NA,1,decomposed soda cans,0.5333333333333333,2.187018475900629
146,10111,fell down,punched __,English,31,M,F,short_filler,object_low,2,shelves,15,4,1,Yes,NA,2,fell down shelves,0.13333333333333333,6.721416845326691
146,8623,rolled,pushed __,English,31,M,F,Some,object_mid,4,shopping carts,15,5,1,Yes,NA,3,rolled shopping carts,0.26666666666666666,13.115460824610237
146,4282,ran out of batteries,left __ on (and unplugged) all day,English,31,M,M,None,object_mid,5,bike lights,15,6,1,Yes,NA,4,ran out of batteries bike lights,0.3333333333333333,11.54386203761813
146,9454,beeped,left the lights on in __,English,31,F,M,short_filler,object_low,2,houses,15,7,1,Yes,NA,5,beeped houses,0.13333333333333333,3.3887985484645995
146,4244,sank,threw __ into a pool,English,31,M,M,All,object_mid,4,cups,15,8,1,Yes,NA,6,sank cups,0.26666666666666666,6.20158939454454
146,6480,stuck,glued __ to a piece of paper,English,31,F,M,Some,object_mid,12,sequins,15,9,1,Yes,NA,7,stuck sequins,0.8,12.652303924869136
146,6253,ripped,used __ as dog toys,English,31,F,M,long_filler,object_low,5,shoes,15,10,1,Yes,NA,8,ripped shoes,0.3333333333333333,10.387117903875804
146,6280,stopped,pressed the brakes on __,English,31,M,F,long_filler,object_high,7,cars,15,11,1,Yes,NA,9,stopped cars,0.4666666666666667,13.476028415983608
146,8877,reflected the sunlight,placed __ in the sun,English,31,F,F,Some,object_low,12,phone screens,15,12,1,Yes,NA,10,reflected the sunlight phone screens,0.8,13.200526028593703
146,4765,landed flat,tossed __,English,31,F,M,long_filler,object_low,8,notebooks,15,13,1,Yes,NA,11,landed flat notebooks,0.5333333333333333,12.070264558564942
146,2368,got stained,spilled red nail polish on __,English,31,F,M,Some,object_low,9,white tablecloths,15,14,1,Yes,NA,12,got stained white tablecloths,0.6,13.882496788490633
146,2590,melted,left __ in the hot sun,English,31,F,F,Some,object_high,6,ice cubes,15,15,1,Yes,NA,13,melted ice cubes,0.4,14.08769806047017
146,4580,froze,put __ in the freezer,English,31,M,F,Some,object_high,11,berries,15,16,1,Yes,NA,14,froze berries,0.7333333333333333,14.377259004987641
146,5323,broke,ran __ over with a car,English,31,F,F,Some,object_low,6,logs,15,17,1,Yes,NA,15,broke logs,0.4,6.09848929758821
146,4655,honked,cut off __,English,31,F,F,Some,object_high,14,taxi drivers,15,18,1,Yes,NA,16,honked taxi drivers,0.9333333333333333,11.196844691877397
146,5261,burnt,threw __ into a fire,English,31,M,F,None,object_low,9,rocks,15,19,1,Yes,NA,17,burnt rocks,0.6,4.621885587211013
146,9174,lit up,pressed the &quotecharon&quotechar button on __,English,31,F,F,All,object_low,15,cd-players,15,20,1,Yes,NA,18,lit up cd-players,1,12.391837229251065
146,3831,laughed,told a joke to __,English,31,F,F,None,object_low,0,lawyers,15,21,1,Yes,NA,19,laughed lawyers,0,8.501712492528245
146,9389,flashed,took a picture with __,English,31,F,M,short_filler,object_low,15,webcams,15,22,1,Yes,NA,20,flashed webcams,1,6.31436691074992
146,10174,stuck to the wall,threw __ against a wall,English,31,F,M,short_filler,object_low,0,baseballs,15,23,1,Yes,NA,21,stuck to the wall baseballs,0,2.260884648323793
146,4093,exploded,lit __,English,31,M,F,All,object_mid,15,fireworks,15,24,1,Yes,NA,22,exploded fireworks,1,12.834754345666402
146,3514,exploded,heated up __ in a microwave,English,31,M,M,All,object_low,15,CDs,15,25,1,Yes,NA,23,exploded CDs,1,7.84924747413427
146,2877,blew away,left __ on a table on a windy day,English,31,F,M,Some,object_high,8,napkins,15,26,1,Yes,NA,24,blew away napkins,0.5333333333333333,13.88454430875539
146,8171,popped,poked __ with a pin,English,31,F,F,long_filler,object_low,15,eggs,15,27,1,Yes,NA,25,popped eggs,1,8.683263088658803
146,5387,rhymed,wrote __,English,31,M,M,None,object_high,0,limericks,15,28,1,Yes,NA,26,rhymed limericks,0,12.14705218576939
146,5705,had the letter Z in them,wrote __,English,31,M,F,None,object_mid,0,love notes,15,29,1,Yes,NA,27,had the letter Z in them love notes,0,5.775082649817127
146,4028,ate the seeds,left seeds out for __,English,31,M,F,All,object_low,15,dogs,15,30,1,Yes,NA,28,ate the seeds dogs,1,6.344011650905836
146,39770,dissolved,put __ in a bucket of water,English,31,M,M,short_filler,object_mid,9,oreos,15,31,1,Yes,NA,29,dissolved oreos,0.6,10.873526102810693
146,9829,were green,saw __,English,31,M,M,long_filler,object_low,13,strawberries,15,32,1,Yes,NA,30,were green strawberries,0.8666666666666667,3.8450290098690334
147,12554,ate the seeds,left seeds out for __,English,40,F,M,None,object_mid,0,butterflies,15,3,2,Yes,The slider was very difficult to see on my computer monitor. It would help if it was shaded or colored.,1,ate the seeds butterflies,0,8.606938580395987
147,3800,flashed,took a picture with __,English,40,F,M,None,object_mid,0,phones,15,4,2,Yes,The slider was very difficult to see on my computer monitor. It would help if it was shaded or colored.,2,flashed phones,0,9.01407984535733
147,3815,melted,left __ in the hot sun,English,40,F,F,All,object_low,15,pencils,15,5,2,Yes,The slider was very difficult to see on my computer monitor. It would help if it was shaded or colored.,3,melted pencils,1,2.4374810535720317
147,6152,got stained,spilled red nail polish on __,English,40,M,F,None,object_high,0,white carpets,15,6,2,Yes,The slider was very difficult to see on my computer monitor. It would help if it was shaded or colored.,4,got stained white carpets,0,14.128146496766012
147,14886,were green,saw __,English,40,M,M,short_filler,object_mid,0,bananas,15,7,2,Yes,The slider was very difficult to see on my computer monitor. It would help if it was shaded or colored.,5,were green bananas,0,5.5415456638101155
147,3901,exploded,lit __,English,40,F,F,None,object_high,0,gas tanks,15,8,2,Yes,The slider was very difficult to see on my computer monitor. It would help if it was shaded or colored.,6,exploded gas tanks,0,12.966228825360377
147,6341,reflected the sunlight,placed __ in the sun,English,40,F,F,None,object_high,0,mirrors,15,9,2,Yes,The slider was very difficult to see on my computer monitor. It would help if it was shaded or colored.,7,reflected the sunlight mirrors,0,13.609731031190691
147,10095,ripped,used __ as dog toys,English,40,F,F,Some,object_high,7,books,15,10,2,Yes,The slider was very difficult to see on my computer monitor. It would help if it was shaded or colored.,8,ripped books,0.4666666666666667,12.65668880089622
147,8423,rhymed,wrote __,English,40,M,M,long_filler,object_low,10,poems,15,11,2,Yes,The slider was very difficult to see on my computer monitor. It would help if it was shaded or colored.,9,rhymed poems,0.6666666666666666,9.78994930986818
147,4633,had the letter Z in them,wrote __,English,40,M,M,All,object_low,15,birthday cards,15,12,2,Yes,The slider was very difficult to see on my computer monitor. It would help if it was shaded or colored.,10,had the letter Z in them birthday cards,1,2.838703299024723
147,8001,fell down,punched __,English,40,M,M,short_filler,object_low,15,shelves,15,13,2,Yes,The slider was very difficult to see on my computer monitor. It would help if it was shaded or colored.,11,fell down shelves,1,6.721416845326691
147,9832,exploded,heated up __ in a microwave,English,40,M,F,All,object_low,15,CDs,15,14,2,Yes,The slider was very difficult to see on my computer monitor. It would help if it was shaded or colored.,12,exploded CDs,1,7.84924747413427
147,8396,stopped,pressed the brakes on __,English,40,F,F,long_filler,object_high,15,cars,15,15,2,Yes,The slider was very difficult to see on my computer monitor. It would help if it was shaded or colored.,13,stopped cars,1,13.476028415983608
147,6803,broke,ran __ over with a car,English,40,F,F,Some,object_mid,10,boxes,15,16,2,Yes,The slider was very difficult to see on my computer monitor. It would help if it was shaded or colored.,14,broke boxes,0.6666666666666666,13.227516378151478
147,6688,lit up,pressed the &quotecharon&quotechar button on __,English,40,F,F,long_filler,object_high,15,flashlights,15,17,2,Yes,The slider was very difficult to see on my computer monitor. It would help if it was shaded or colored.,15,lit up flashlights,1,12.642749860431877
147,4528,popped,poked __ with a pin,English,40,F,M,short_filler,object_mid,15,balloons,15,18,2,Yes,The slider was very difficult to see on my computer monitor. It would help if it was shaded or colored.,16,popped balloons,1,14.185919225153699
